payment_id,customer_id,payment_amount,failure_reason,payment_method,customer_tenure_months,past_successful_payments,past_failed_payments,historical_success_rate,time_since_last_success_days,is_subscription,days_overdue,recovery_attempts_so_far,recovered,recovery_probability,expected_recovery,priority,recommended_action,simulated_action,action_effectiveness,action_cost,effective_recovery_probability,simulated_recovered,simulated_recovered_revenue,net_recovered_revenue
pay_000025,cust_64507,290.1,limit_exceeded,debit_card,17,13,1,0.93,37,0,24,0,0,0.2074038118824202,60.16784582709012,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.2074038118824202,0,0.0,-50.0
pay_000026,cust_80364,558.65,technical_error,bank_transfer,32,8,2,0.8,8,1,24,1,1,0.7741191449956242,432.46166035180545,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.7741191449956242,1,558.65,508.65
pay_000027,cust_38294,158.16,invalid_card,credit_card,16,6,1,0.86,14,1,9,3,0,0.0666767874925509,10.545600709821857,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.0666767874925509,0,0.0,-50.0
pay_000028,cust_43622,728.0,invalid_card,debit_card,51,11,4,0.73,103,1,29,2,0,0.0172659170017547,12.569587577277424,LOW,Manual Review / Stop Automatic Retry,Do Nothing,0.0,0.0,0.0,0,0.0,0.0
pay_000029,cust_91846,274.23,insufficient_funds,credit_card,52,16,1,0.94,52,0,25,2,0,0.2817923816929776,77.27592483166525,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.2817923816929776,1,274.23,224.23000000000002
pay_000030,cust_97458,373.5,invalid_card,credit_card,59,3,1,0.75,5,1,12,1,0,0.2415588199033595,90.22221923390478,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.2415588199033595,0,0.0,-50.0
pay_000031,cust_24351,273.94,technical_error,credit_card,46,2,0,1.0,2,1,28,1,1,0.9257177790807022,253.5911284013675,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.9257177790807022,1,273.94,223.94
pay_000032,cust_75986,3187.16,insufficient_funds,upi,23,3,2,0.6,57,1,26,1,0,0.1334783160489119,425.41674977845025,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1334783160489119,0,0.0,-50.0
pay_000033,cust_23868,493.3,insufficient_funds,credit_card,16,15,1,0.94,6,1,19,1,1,0.4875635919067697,240.5151198876095,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.4875635919067697,1,493.3,443.3
pay_000034,cust_47248,173.62,limit_exceeded,credit_card,32,6,2,0.75,2,1,16,3,0,0.1227502463806526,21.311897776608916,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1227502463806526,0,0.0,-50.0
pay_000035,cust_65179,1138.14,insufficient_funds,credit_card,2,11,0,1.0,10,1,24,2,1,0.3165034881887095,360.2252800470979,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.3165034881887095,0,0.0,-50.0
pay_000036,cust_64842,147.49,invalid_card,credit_card,40,8,0,1.0,3,1,3,0,1,0.6400927526083658,94.40728008220788,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.6400927526083658,1,147.49,97.49000000000001
pay_000037,cust_79517,616.14,insufficient_funds,upi,6,12,2,0.86,52,1,15,2,1,0.2314161819107478,142.58476632248818,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.2314161819107478,1,616.14,566.14
pay_000038,cust_45295,70.45,insufficient_funds,debit_card,10,4,2,0.67,24,1,17,2,0,0.1429595537710135,10.071500563167907,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1429595537710135,0,0.0,-50.0
pay_000039,cust_91726,132.48,technical_error,bank_transfer,34,7,4,0.64,8,0,28,0,1,0.4083515513537846,54.098413523349386,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.4083515513537846,1,132.48,82.47999999999999
pay_000040,cust_14357,608.79,insufficient_funds,upi,30,10,0,1.0,4,0,7,1,0,0.6769027332422669,412.0916149705597,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.6769027332422669,1,608.79,558.79
pay_000041,cust_93608,1046.36,invalid_card,upi,51,13,1,0.93,109,1,27,1,0,0.1245062557922783,130.27836581080837,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1245062557922783,0,0.0,-50.0
pay_000042,cust_66601,593.46,insufficient_funds,credit_card,36,9,2,0.82,2,1,27,3,1,0.1458333969322649,86.54628774342197,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1458333969322649,0,0.0,-50.0
pay_000043,cust_73031,445.39,insufficient_funds,credit_card,6,14,2,0.88,51,0,9,3,0,0.1213759516459336,54.05963510358238,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1213759516459336,0,0.0,-50.0
pay_000044,cust_28616,370.0,limit_exceeded,debit_card,45,18,2,0.9,9,1,17,1,1,0.4569743250194144,169.08050025718333,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.4569743250194144,1,370.0,320.0
pay_000045,cust_15589,113.99,invalid_card,debit_card,33,23,3,0.88,7,1,4,3,1,0.0964522283718548,10.994589512107732,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.0964522283718548,0,0.0,-50.0
pay_000046,cust_34490,243.41,limit_exceeded,debit_card,5,3,2,0.6,7,1,27,1,0,0.0543210638667625,13.22229015580868,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.0543210638667625,0,0.0,-50.0
pay_000047,cust_64543,315.44,limit_exceeded,credit_card,56,14,1,0.93,101,1,11,2,0,0.5310136977196754,167.5029608086944,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.5310136977196754,1,315.44,265.44
pay_000048,cust_47370,1439.04,limit_exceeded,bank_transfer,28,2,3,0.4,15,1,10,1,0,0.1040214754271725,149.69106399871836,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1040214754271725,0,0.0,-50.0
pay_000049,cust_22521,705.02,technical_error,credit_card,7,19,4,0.83,47,1,26,3,0,0.2830875227330763,199.58236527727348,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.2830875227330763,0,0.0,-50.0
pay_000050,cust_61722,85.76,insufficient_funds,credit_card,46,13,2,0.87,6,1,7,2,0,0.6140839091845107,52.66383605166365,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.6140839091845107,1,85.76,35.760000000000005
pay_000051,cust_99830,691.38,limit_exceeded,debit_card,59,9,3,0.75,46,1,20,2,0,0.1934177661246822,133.7251751432828,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1934177661246822,0,0.0,-50.0
pay_000052,cust_15021,340.2,insufficient_funds,credit_card,19,6,1,0.86,50,1,11,2,0,0.4113510204547773,139.94161715871525,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.4113510204547773,1,340.2,290.2
pay_000053,cust_76349,254.09,insufficient_funds,credit_card,43,21,0,1.0,34,1,29,1,1,0.6009712599131581,152.70078743133436,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.6009712599131581,0,0.0,-50.0
pay_000054,cust_69834,921.76,insufficient_funds,credit_card,50,11,1,0.92,30,1,19,2,0,0.5377172446087468,495.6462473905585,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.5377172446087468,0,0.0,-50.0
pay_000055,cust_17291,1401.93,insufficient_funds,credit_card,50,3,1,0.75,33,1,28,0,1,0.4855218239078439,680.6676105911235,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.4855218239078439,0,0.0,-50.0
pay_000056,cust_59959,1268.88,invalid_card,credit_card,26,12,1,0.92,111,1,18,0,0,0.1814557035878625,230.24551316856704,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1814557035878625,0,0.0,-50.0
pay_000057,cust_87473,216.02,insufficient_funds,credit_card,53,19,1,0.95,50,0,3,0,1,0.8301049221522327,179.31926528332534,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.8301049221522327,1,216.02,166.02
pay_000058,cust_52534,367.01,insufficient_funds,debit_card,56,10,2,0.83,52,1,11,0,1,0.7664199351505604,281.28378039960717,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.7664199351505604,1,367.01,317.01
pay_000059,cust_27280,696.36,insufficient_funds,debit_card,38,17,2,0.89,15,1,2,1,0,0.7669736842170695,534.0897947413985,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.7669736842170695,1,696.36,646.36
pay_000060,cust_79680,1326.31,insufficient_funds,debit_card,38,8,2,0.8,1,1,13,1,0,0.5375412309259363,712.9463099893785,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.5375412309259363,1,1326.31,1276.31
pay_000061,cust_81976,309.65,technical_error,debit_card,39,13,2,0.87,31,1,10,0,1,0.9567261599000751,296.25025541305826,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.9567261599000751,1,309.65,259.65
pay_000062,cust_10559,415.28,insufficient_funds,credit_card,17,16,3,0.84,32,0,13,2,0,0.1365902580237518,56.723202352103655,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1365902580237518,0,0.0,-50.0
pay_000063,cust_84381,165.38,insufficient_funds,credit_card,19,8,2,0.8,14,0,20,2,1,0.1075397062050085,17.784916612184315,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1075397062050085,0,0.0,-50.0
pay_000064,cust_63325,151.17,insufficient_funds,upi,27,22,1,0.96,35,1,14,1,1,0.6430956896087309,97.21677539815184,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.6430956896087309,0,0.0,-50.0
pay_000065,cust_72688,1126.8,insufficient_funds,debit_card,37,12,1,0.92,95,0,15,0,1,0.5429281657486322,611.7714571655588,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.5429281657486322,0,0.0,-50.0
pay_000066,cust_42988,1940.79,invalid_card,credit_card,7,3,1,0.75,29,0,2,1,0,0.0710563866509816,137.90552464835875,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.0710563866509816,0,0.0,-50.0
pay_000067,cust_37760,465.26,insufficient_funds,bank_transfer,38,8,1,0.89,39,1,4,0,1,0.8359816399628534,388.94881780911714,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.8359816399628534,1,465.26,415.26
pay_000068,cust_78690,1363.95,insufficient_funds,debit_card,17,27,0,1.0,49,1,29,2,1,0.3399883549576845,463.7271167445338,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.3399883549576845,1,1363.95,1313.95
pay_000069,cust_82037,717.84,insufficient_funds,credit_card,57,8,2,0.8,5,0,10,0,1,0.618862092057426,444.2439641625027,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.618862092057426,1,717.84,667.84
pay_000070,cust_20505,262.3,insufficient_funds,bank_transfer,29,15,1,0.94,16,0,25,2,0,0.1854455969620738,48.64238008315196,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1854455969620738,0,0.0,-50.0
pay_000071,cust_70785,717.67,limit_exceeded,credit_card,51,15,1,0.94,35,1,14,2,1,0.500373218198763,359.10284750470623,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.500373218198763,1,717.67,667.67
pay_000072,cust_96564,2327.72,insufficient_funds,bank_transfer,44,9,0,1.0,17,1,5,3,0,0.7237103222280215,1684.59499125661,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.7237103222280215,1,2327.72,2277.72
pay_000073,cust_86618,482.4,technical_error,credit_card,39,11,0,1.0,23,0,19,0,1,0.9362946320185256,451.6685304857367,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.9362946320185256,1,482.4,432.4
pay_000074,cust_95029,2390.49,technical_error,credit_card,44,7,0,1.0,38,1,1,3,1,0.963773693353818,2303.8913762253683,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.963773693353818,1,2390.49,2340.49
pay_000075,cust_52714,36.41,insufficient_funds,debit_card,17,4,0,1.0,49,1,19,2,0,0.4460786471983887,16.241723544493333,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.4460786471983887,1,36.41,-13.590000000000003
pay_000076,cust_21113,1137.41,limit_exceeded,credit_card,15,6,3,0.67,25,0,25,2,0,0.0207454439084674,23.596075355929976,LOW,Manual Review / Stop Automatic Retry,Do Nothing,0.0,0.0,0.0,0,0.0,0.0
pay_000077,cust_80241,545.47,technical_error,credit_card,16,24,1,0.96,14,1,15,0,0,0.9471921832615762,516.664920203692,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.9471921832615762,1,545.47,495.47
pay_000078,cust_80824,370.78,invalid_card,upi,33,5,0,1.0,5,0,11,2,0,0.1274973591766801,47.27347083552944,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1274973591766801,0,0.0,-50.0
pay_000079,cust_85502,548.05,insufficient_funds,credit_card,11,7,1,0.88,11,1,28,1,1,0.2624854088273645,143.8551283078371,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.2624854088273645,0,0.0,-50.0
pay_000080,cust_81955,68.51,invalid_card,bank_transfer,33,21,0,1.0,19,1,18,2,0,0.1751672789316871,12.000710279609883,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1751672789316871,0,0.0,-50.0
pay_000081,cust_46030,401.39,insufficient_funds,debit_card,32,7,0,1.0,5,1,24,1,1,0.6085000383236407,244.24583038272615,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.6085000383236407,0,0.0,-50.0
pay_000082,cust_77551,714.6,insufficient_funds,upi,45,14,0,1.0,2,1,19,2,0,0.6556590331787278,468.53394510951887,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.6556590331787278,1,714.6,664.6
pay_000083,cust_94438,2191.85,technical_error,debit_card,28,11,1,0.92,6,0,16,2,1,0.766184097863199,1679.360614901453,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.766184097863199,0,0.0,-50.0
pay_000084,cust_42507,297.77,technical_error,debit_card,20,10,1,0.91,24,1,24,3,0,0.6557612222448774,195.26601914785715,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.6557612222448774,1,297.77,247.76999999999998
pay_000085,cust_96444,222.76,insufficient_funds,credit_card,49,9,0,1.0,17,1,5,2,1,0.8319462531087688,185.32434734250933,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.8319462531087688,1,222.76,172.76
pay_000086,cust_84685,302.73,technical_error,debit_card,29,10,4,0.71,40,0,19,3,0,0.2467213021470051,74.68993979896288,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.2467213021470051,1,302.73,252.73000000000002
pay_000087,cust_67520,1248.89,technical_error,credit_card,16,17,1,0.94,13,0,29,1,0,0.6408309267923392,800.3273361616846,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.6408309267923392,0,0.0,-50.0
pay_000088,cust_42237,694.62,insufficient_funds,credit_card,30,12,0,1.0,13,1,9,0,1,0.86813597805628,603.0246130774532,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.86813597805628,1,694.62,644.62
pay_000089,cust_84737,294.37,insufficient_funds,credit_card,17,4,2,0.67,1,0,18,1,0,0.1254221383159461,36.92051485606507,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1254221383159461,0,0.0,-50.0
pay_000090,cust_52250,835.37,insufficient_funds,credit_card,57,16,2,0.89,8,0,15,0,0,0.6200593147863114,517.9789497930409,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.6200593147863114,1,835.37,785.37
pay_000091,cust_67327,550.97,technical_error,credit_card,14,12,2,0.86,17,0,26,0,0,0.6491690012044715,357.6726445936277,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.6491690012044715,1,550.97,500.97
pay_000092,cust_38444,1317.19,technical_error,upi,24,7,2,0.78,30,1,10,1,1,0.8697297114796885,1145.5992786639308,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.8697297114796885,1,1317.19,1267.19
pay_000093,cust_45330,247.78,insufficient_funds,credit_card,37,18,2,0.9,10,0,17,1,0,0.3574273505937667,88.56334893012351,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.3574273505937667,0,0.0,-50.0
pay_000094,cust_33237,360.3,invalid_card,credit_card,13,15,2,0.88,23,1,9,1,1,0.1286563316870694,46.35487630685112,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1286563316870694,0,0.0,-50.0
pay_000095,cust_75651,337.82,technical_error,bank_transfer,18,5,4,0.56,11,1,17,2,0,0.3795477701282962,128.21882770474102,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.3795477701282962,1,337.82,287.82
pay_000096,cust_91638,115.71,technical_error,debit_card,7,3,2,0.6,23,1,8,1,1,0.7436941519265503,86.05285031942113,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.7436941519265503,1,115.71,65.71
pay_000097,cust_83842,672.32,insufficient_funds,bank_transfer,49,23,3,0.88,21,0,22,3,0,0.1204246889767701,80.96392689286212,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1204246889767701,0,0.0,-50.0
pay_000098,cust_28887,649.15,invalid_card,bank_transfer,11,19,1,0.95,41,1,29,0,0,0.0867633267575856,56.322413564686734,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.0867633267575856,0,0.0,-50.0
pay_000099,cust_63441,502.56,technical_error,credit_card,57,15,0,1.0,12,1,28,1,1,0.947098490092622,475.97381718094806,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.947098490092622,1,502.56,452.56
pay_000100,cust_44461,395.45,insufficient_funds,bank_transfer,17,10,2,0.83,18,1,17,2,0,0.2426088440306698,95.9396673719284,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.2426088440306698,0,0.0,-50.0
pay_000101,cust_95191,121.42,insufficient_funds,credit_card,19,23,1,0.96,2,1,24,0,1,0.5777283721334017,70.14777894443763,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.5777283721334017,0,0.0,-50.0
pay_000102,cust_45866,328.31,technical_error,bank_transfer,6,6,1,0.86,21,1,14,2,1,0.7681786260637468,252.2007247229887,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.7681786260637468,1,328.31,278.31
pay_000103,cust_52868,354.92,insufficient_funds,debit_card,52,18,0,1.0,57,1,23,2,1,0.6185477856306123,219.53498007601692,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.6185477856306123,1,354.92,304.92
pay_000104,cust_78039,224.15,technical_error,debit_card,18,12,2,0.86,39,1,25,1,1,0.7383345399324822,165.4976871258659,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.7383345399324822,0,0.0,-50.0
pay_000105,cust_76301,425.52,insufficient_funds,upi,53,7,2,0.78,48,0,16,3,0,0.1595670333727997,67.89896404079376,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1595670333727997,0,0.0,-50.0
pay_000106,cust_29896,748.94,insufficient_funds,upi,10,14,1,0.93,10,1,10,2,1,0.4641575428087076,347.6261501111535,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.4641575428087076,0,0.0,-50.0
pay_000107,cust_64180,3297.08,insufficient_funds,debit_card,1,28,1,0.97,48,1,17,1,1,0.4699894125388711,1549.5926922936612,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.4699894125388711,1,3297.08,3247.08
pay_000108,cust_65230,595.37,insufficient_funds,debit_card,1,8,2,0.8,41,1,14,3,0,0.1297801132031185,77.26718599774071,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1297801132031185,0,0.0,-50.0
pay_000109,cust_29805,646.88,insufficient_funds,credit_card,47,8,1,0.89,61,1,17,3,1,0.384441101544057,248.6872597668196,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.384441101544057,1,646.88,596.88
pay_000110,cust_73522,464.13,invalid_card,upi,59,14,0,1.0,17,0,19,0,0,0.3120289690440728,144.82200540242553,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.3120289690440728,0,0.0,-50.0
pay_000111,cust_50461,73.39,insufficient_funds,credit_card,38,1,5,0.17,66,1,22,0,0,0.0468443361425281,3.437905829500144,LOW,Manual Review / Stop Automatic Retry,Do Nothing,0.0,0.0,0.0,0,0.0,0.0
pay_000112,cust_69260,486.92,limit_exceeded,upi,27,17,3,0.85,1,1,24,1,0,0.1753373126286387,85.3752442651368,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1753373126286387,0,0.0,-50.0
pay_000113,cust_85299,531.04,invalid_card,debit_card,25,22,1,0.96,9,1,19,3,0,0.0689546568528519,36.61768097513851,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.0689546568528519,0,0.0,-50.0
pay_000114,cust_43683,5871.41,insufficient_funds,credit_card,26,13,1,0.93,57,0,5,1,0,0.5628641948787108,3304.806462452811,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.5628641948787108,0,0.0,-50.0
pay_000115,cust_93823,412.5,insufficient_funds,debit_card,39,17,1,0.94,28,0,21,0,1,0.5184117072152916,213.84482922630775,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.5184117072152916,1,412.5,362.5
pay_000116,cust_87394,675.97,invalid_card,upi,10,6,2,0.75,42,1,12,2,0,0.0392103079378531,26.50499185675057,LOW,Manual Review / Stop Automatic Retry,Do Nothing,0.0,0.0,0.0,0,0.0,0.0
